genus,code,year,month,web_ID,abundance
Lasioglossum,HALASXXX,2021,7,G4N,12
Lasioglossum,HALASXXX,2021,7,G4S,33
Lasioglossum,HALASXXX,2021,7,G5N,13
Lasioglossum,HALASXXX,2021,7,G5S,62
Lasioglossum,HALASXXX,2021,8,B1N,10
Lasioglossum,HALASXXX,2021,8,B1S,11
Lasioglossum,HALASXXX,2021,8,B2N,3
Lasioglossum,HALASXXX,2021,8,B2S,2
Lasioglossum,HALASXXX,2021,8,B3N,2
Lasioglossum,HALASXXX,2021,8,B3S,13
Lasioglossum,HALASXXX,2021,8,B4N,2
Lasioglossum,HALASXXX,2021,8,B4S,3
Lasioglossum,HALASXXX,2021,8,B5N,26
Lasioglossum,HALASXXX,2021,8,B5S,11
Lasioglossum,HALASXXX,2021,8,C1N,37
Lasioglossum,HALASXXX,2021,8,C1S,8
Lasioglossum,HALASXXX,2021,8,C2N,56
Lasioglossum,HALASXXX,2021,8,C2S,9
Lasioglossum,HALASXXX,2021,8,C3N,17
Lasioglossum,HALASXXX,2021,8,C3S,19
Lasioglossum,HALASXXX,2021,8,C4N,36
Lasioglossum,HALASXXX,2021,8,C4S,12
Lasioglossum,HALASXXX,2021,8,C5N,55
Lasioglossum,HALASXXX,2021,8,C5S,18
Lasioglossum,HALASXXX,2021,8,G1N,48
Lasioglossum,HALASXXX,2021,8,G1S,263
Lasioglossum,HALASXXX,2021,8,G2N,58
Lasioglossum,HALASXXX,2021,8,G2S,65
Lasioglossum,HALASXXX,2021,8,G3N,73
Lasioglossum,HALASXXX,2021,8,G3S,96
Lasioglossum,HALASXXX,2021,8,G4N,64
Lasioglossum,HALASXXX,2021,8,G4S,56
Lasioglossum,HALASXXX,2021,8,G5N,69
Lasioglossum,HALASXXX,2021,8,G5S,167
Lasioglossum,HALASXXX,2021,9,B1N,14
Lasioglossum,HALASXXX,2021,9,B1S,38
Lasioglossum,HALASXXX,2021,9,B2N,9
Lasioglossum,HALASXXX,2021,9,B2S,32
Lasioglossum,HALASXXX,2021,9,B3N,25
Lasioglossum,HALASXXX,2021,9,B3S,20
Lasioglossum,HALASXXX,2021,9,B4N,22
Lasioglossum,HALASXXX,2021,9,B4S,3
Lasioglossum,HALASXXX,2021,9,B5N,28
Lasioglossum,HALASXXX,2021,9,B5S,73
Lasioglossum,HALASXXX,2021,9,C1N,41
Lasioglossum,HALASXXX,2021,9,C1S,5
Lasioglossum,HALASXXX,2021,9,C2N,27
Lasioglossum,HALASXXX,2021,9,C2S,14
Lasioglossum,HALASXXX,2021,9,C3N,15
Lasioglossum,HALASXXX,2021,9,C3S,25
Lasioglossum,HALASXXX,2021,9,C4N,42
Lasioglossum,HALASXXX,2021,9,C4S,9
Lasioglossum,HALASXXX,2021,9,C5N,29
Lasioglossum,HALASXXX,2021,9,C5S,6
Lasioglossum,HALASXXX,2021,9,G1N,28
Lasioglossum,HALASXXX,2021,9,G1S,27
Lasioglossum,HALASXXX,2021,9,G2N,26
Lasioglossum,HALASXXX,2021,9,G2S,22
Lasioglossum,HALASXXX,2021,9,G3N,21
Lasioglossum,HALASXXX,2021,9,G3S,72
Lasioglossum,HALASXXX,2021,9,G4N,25
Lasioglossum,HALASXXX,2021,9,G4S,48
Lasioglossum,HALASXXX,2021,9,G5N,28
Lasioglossum,HALASXXX,2021,9,G5S,58
Lasioglossum,HALASXXX,2021,10,B2N,1
Lasioglossum,HALASXXX,2021,10,B2S,1
Lasioglossum,HALASXXX,2021,10,B3N,2
Lasioglossum,HALASXXX,2021,10,B3S,1
Lasioglossum,HALASXXX,2021,10,B4N,1
Lasioglossum,HALASXXX,2021,10,B4S,6
Lasioglossum,HALASXXX,2021,10,B5N,1
Lasioglossum,HALASXXX,2021,10,B5S,2
Lasioglossum,HALASXXX,2021,10,C2S,1
Lasioglossum,HALASXXX,2021,10,C3S,3
Lasioglossum,HALASXXX,2021,10,C4N,1
Lasioglossum,HALASXXX,2021,10,C5N,1
Lasioglossum,HALASXXX,2021,10,C5S,1
Lasioglossum,HALASXXX,2021,10,G1N,2
Lasioglossum,HALASXXX,2021,10,G1S,3
Lasioglossum,HALASXXX,2021,10,G3N,3
Lasioglossum,HALASXXX,2021,10,G3S,1
Lasioglossum,HALASXXX,2021,10,G4N,3
Lasioglossum,HALASXXX,2021,10,G4S,1
Lasioglossum,HALASXXX,2021,10,G5S,1
Lithurgopsis,MELITXXX,2020,5,B3N,1
Lithurgopsis,MELITXXX,2020,5,C2N,1
Macrotera,ANMACXXX,2020,8,C4N,1
Macrotera,ANMACXXX,2020,8,G3N,1
Macrotera,ANMACXXX,2020,8,G3S,1
Macrotera,ANMACXXX,2020,8,G4S,1
Macrotera,ANMACXXX,2020,10,B4S,1
Macrotera,ANMACXXX,2021,8,B5S,1
Macrotera,ANMACXXX,2021,8,C1N,1
Macrotera,ANMACXXX,2021,8,C2N,7
Macrotera,ANMACXXX,2021,8,C4N,2
Macrotera,ANMACXXX,2021,8,G1S,5
Macrotera,ANMACXXX,2021,8,G2N,4
Macrotera,ANMACXXX,2021,8,G3S,1
Macrotera,ANMACXXX,2021,8,G4S,3
Macrotera,ANMACXXX,2021,8,G5S,3
Macrotera,ANMACXXX,2021,9,B3N,1
Macrotera,ANMACXXX,2021,9,B5S,4
Macrotera,ANMACXXX,2021,9,C1N,2
Macrotera,ANMACXXX,2021,9,G1S,1
Macrotera,ANMACXXX,2021,9,G2N,5
Macrotera,ANMACXXX,2021,9,G3S,3
Martinapis,APMARXXX,2020,7,B3N,3
Martinapis,APMARXXX,2020,7,B4S,3
Martinapis,APMARXXX,2020,7,B5S,1
Martinapis,APMARXXX,2020,7,C2N,1
Martinapis,APMARXXX,2020,7,C3S,2
Martinapis,APMARXXX,2020,7,C4N,1
Martinapis,APMARXXX,2020,7,C4S,1
Martinapis,APMARXXX,2020,7,C5N,1
Martinapis,APMARXXX,2020,7,G1S,2
Martinapis,APMARXXX,2020,7,G3S,2
Megachile,MEMEGXXX,2020,4,G2N,1
Megachile,MEMEGXXX,2020,4,G3S,1
Megachile,MEMEGXXX,2020,5,C1S,1
Megachile,MEMEGXXX,2020,5,C2N,3
Megachile,MEMEGXXX,2020,5,C2S,1
Megachile,MEMEGXXX,2020,5,C3S,2
Megachile,MEMEGXXX,2020,5,C4S,1
Megachile,MEMEGXXX,2020,6,C2N,1
Megachile,MEMEGXXX,2020,8,C1N,1
Megachile,MEMEGXXX,2020,10,G1N,1
Megachile,MEMEGXXX,2021,5,C3S,1
Melecta,APMELXXX,2020,4,B1S,1
Melecta,APMELXXX,2020,4,B4S,1
Melecta,APMELXXX,2020,4,B5N,1
Melecta,APMELXXX,2020,4,C2N,1
Melecta,APMELXXX,2020,4,C4N,2
Melecta,APMELXXX,2020,4,C5N,2
Melecta,APMELXXX,2020,4,G1S,2
Melecta,APMELXXX,2020,4,G4N,1
Melecta,APMELXXX,2020,4,G5S,1
Melecta,APMELXXX,2021,3,B1S,2
Melecta,APMELXXX,2021,3,B5S,1
Melecta,APMELXXX,2021,3,C2N,1
Melecta,APMELXXX,2021,3,C4S,1
Melecta,APMELXXX,2021,3,C5N,1
Melecta,APMELXXX,2021,3,G2S,1
Melecta,APMELXXX,2021,3,G3N,1
Melecta,APMELXXX,2021,4,G2N,1
Melecta,APMELXXX,2021,4,G5S,1
Melissodes,APMESXXX,2020,4,B2S,1
Melissodes,APMESXXX,2020,4,B4S,2
Melissodes,APMESXXX,2020,4,B5S,2
Melissodes,APMESXXX,2020,4,C2N,2
Melissodes,APMESXXX,2020,4,C5N,1
Melissodes,APMESXXX,2020,4,G3S,1
Melissodes,APMESXXX,2020,5,B1N,1
Melissodes,APMESXXX,2020,5,B1S,11
Melissodes,APMESXXX,2020,5,B2N,1
Melissodes,APMESXXX,2020,5,B2S,27
Melissodes,APMESXXX,2020,5,B3N,8
Melissodes,APMESXXX,2020,5,B4S,9
Melissodes,APMESXXX,2020,5,B5N,4
Melissodes,APMESXXX,2020,5,B5S,5
Melissodes,APMESXXX,2020,5,C1N,16
Melissodes,APMESXXX,2020,5,C2N,9
Melissodes,APMESXXX,2020,5,C3S,9
Melissodes,APMESXXX,2020,5,C4N,1
Melissodes,APMESXXX,2020,5,C5N,10
Melissodes,APMESXXX,2020,5,G1N,4
Melissodes,APMESXXX,2020,5,G2N,9
Melissodes,APMESXXX,2020,5,G2S,3
Melissodes,APMESXXX,2020,5,G3N,1
Melissodes,APMESXXX,2020,5,G3S,27
Melissodes,APMESXXX,2020,5,G4S,17
Melissodes,APMESXXX,2020,5,G5N,2
Melissodes,APMESXXX,2020,5,G5S,22
Melissodes,APMESXXX,2020,6,B1S,8
Melissodes,APMESXXX,2020,6,B2N,2
Melissodes,APMESXXX,2020,6,B2S,2
Melissodes,APMESXXX,2020,6,B3N,12
Melissodes,APMESXXX,2020,6,B4N,1
Melissodes,APMESXXX,2020,6,B4S,13
Melissodes,APMESXXX,2020,6,B5N,1
Melissodes,APMESXXX,2020,6,B5S,5
Melissodes,APMESXXX,2020,6,C1N,19
Melissodes,APMESXXX,2020,6,C1S,2
Melissodes,APMESXXX,2020,6,C2N,25
Melissodes,APMESXXX,2020,6,C2S,1
Melissodes,APMESXXX,2020,6,C3N,3
Melissodes,APMESXXX,2020,6,C3S,13
Melissodes,APMESXXX,2020,6,C4N,17
Melissodes,APMESXXX,2020,6,C4S,6
Melissodes,APMESXXX,2020,6,C5N,33
Melissodes,APMESXXX,2020,6,G1N,2
Melissodes,APMESXXX,2020,6,G1S,10
Melissodes,APMESXXX,2020,6,G2N,22
Melissodes,APMESXXX,2020,6,G2S,1
Melissodes,APMESXXX,2020,6,G3N,1
Melissodes,APMESXXX,2020,6,G3S,5
Melissodes,APMESXXX,2020,6,G4N,1
Melissodes,APMESXXX,2020,6,G4S,8
Melissodes,APMESXXX,2020,6,G5N,2
Melissodes,APMESXXX,2020,6,G5S,10
Melissodes,APMESXXX,2020,7,B1N,5
Melissodes,APMESXXX,2020,7,B1S,4
Melissodes,APMESXXX,2020,7,B2N,3
Melissodes,APMESXXX,2020,7,B2S,9
Melissodes,APMESXXX,2020,7,B3N,7
Melissodes,APMESXXX,2020,7,B3S,1
Melissodes,APMESXXX,2020,7,B4N,1
Melissodes,APMESXXX,2020,7,B4S,6
Melissodes,APMESXXX,2020,7,B5N,1
Melissodes,APMESXXX,2020,7,B5S,4
Melissodes,APMESXXX,2020,7,C1N,7
Melissodes,APMESXXX,2020,7,C1S,2
Melissodes,APMESXXX,2020,7,C2N,6
Melissodes,APMESXXX,2020,7,C2S,1
Melissodes,APMESXXX,2020,7,C3S,4
Melissodes,APMESXXX,2020,7,C4N,3
Melissodes,APMESXXX,2020,7,C4S,5
Melissodes,APMESXXX,2020,7,C5N,2
Melissodes,APMESXXX,2020,7,C5S,1
Melissodes,APMESXXX,2020,7,G1S,7
Melissodes,APMESXXX,2020,7,G2N,2
Melissodes,APMESXXX,2020,7,G2S,3
Melissodes,APMESXXX,2020,7,G3N,2
Melissodes,APMESXXX,2020,7,G3S,30
Melissodes,APMESXXX,2020,7,G4N,2
Melissodes,APMESXXX,2020,7,G4S,13
Melissodes,APMESXXX,2020,7,G5S,14
Melissodes,APMESXXX,2020,8,B1S,3
Melissodes,APMESXXX,2020,8,B2N,1
Melissodes,APMESXXX,2020,8,B2S,6
Melissodes,APMESXXX,2020,8,B3N,2
Melissodes,APMESXXX,2020,8,B4N,2
Melissodes,APMESXXX,2020,8,B4S,3
Melissodes,APMESXXX,2020,8,B5N,1
Melissodes,APMESXXX,2020,8,B5S,3
Melissodes,APMESXXX,2020,8,C1N,2
Melissodes,APMESXXX,2020,8,C2N,2
Melissodes,APMESXXX,2020,8,C4N,1
Melissodes,APMESXXX,2020,8,C4S,1
Melissodes,APMESXXX,2020,8,C5N,2
Melissodes,APMESXXX,2020,8,G1S,1
Melissodes,APMESXXX,2020,8,G3N,1
Melissodes,APMESXXX,2020,8,G3S,2
Melissodes,APMESXXX,2020,8,G4S,2
Melissodes,APMESXXX,2020,8,G5S,1
Melissodes,APMESXXX,2020,9,B2S,2
Melissodes,APMESXXX,2020,9,B4S,1
Melissodes,APMESXXX,2020,9,C4N,1
Melissodes,APMESXXX,2020,9,G1S,1
Melissodes,APMESXXX,2020,9,G5S,1
Melissodes,APMESXXX,2020,10,B1N,1
Melissodes,APMESXXX,2020,10,C3S,1
Melissodes,APMESXXX,2021,6,B3N,1
Melissodes,APMESXXX,2021,6,C5N,2
Melissodes,APMESXXX,2021,7,B3N,2
Melissodes,APMESXXX,2021,7,G1S,1
Melissodes,APMESXXX,2021,7,G2N,2
Melissodes,APMESXXX,2021,7,G3S,2
Melissodes,APMESXXX,2021,7,G4S,1
Melissodes,APMESXXX,2021,8,B5S,1
Melissodes,APMESXXX,2021,8,G2S,1
Melissodes,APMESXXX,2021,9,B1S,1
Melissodes,APMESXXX,2021,9,B2S,2
Melissodes,APMESXXX,2021,9,B3N,4
Melissodes,APMESXXX,2021,9,B4N,1
Melissodes,APMESXXX,2021,9,B5N,1
Melissodes,APMESXXX,2021,9,B5S,1
Melissodes,APMESXXX,2021,9,C2N,1
Melissodes,APMESXXX,2021,9,C2S,1
Melissodes,APMESXXX,2021,9,C4N,1
Melissodes,APMESXXX,2021,9,G1N,1
Melissodes,APMESXXX,2021,9,G1S,2
Melissodes,APMESXXX,2021,9,G2N,4
Melissodes,APMESXXX,2021,9,G3S,7
Melissodes,APMESXXX,2021,9,G4S,1
Melissodes,APMESXXX,2021,10,B2S,1
Melissodes,APMESXXX,2021,10,B4S,2
Melissodes,APMESXXX,2021,10,B5S,3
Melissodes,APMESXXX,2021,10,C1S,1
Melissodes,APMESXXX,2021,10,G4S,1
Melissodes,APMESXXX,2021,10,G5S,1
Neolarra,APNEOXXX,2020,5,C1S,1
Neolarra,APNEOXXX,2020,5,C2N,1
Neolarra,APNEOXXX,2020,5,C4S,1
Neolarra,APNEOXXX,2020,8,C1N,4
Neolarra,APNEOXXX,2020,8,C1S,1
Neolarra,APNEOXXX,2020,8,C2S,3
Neolarra,APNEOXXX,2020,8,C3N,13
Neolarra,APNEOXXX,2020,8,C3S,1
Neolarra,APNEOXXX,2020,8,C4N,1
Neolarra,APNEOXXX,2020,8,C4S,1
Neolarra,APNEOXXX,2020,8,C5N,10
Neolarra,APNEOXXX,2020,8,C5S,4
Neolarra,APNEOXXX,2021,5,C3N,1
Neolarra,APNEOXXX,2021,7,C1S,1
Neolarra,APNEOXXX,2021,7,C3N,3
Neolarra,APNEOXXX,2021,7,C3S,1
Neolarra,APNEOXXX,2021,7,C4S,1
Neolarra,APNEOXXX,2021,8,C4S,1
Neolarra,APNEOXXX,2021,9,C1S,1
Osmia,MEOSMXXX,2020,3,B5S,1
Osmia,MEOSMXXX,2020,3,G1S,1
Osmia,MEOSMXXX,2020,3,G2N,1
Osmia,MEOSMXXX,2020,3,G5S,1
Osmia,MEOSMXXX,2020,4,B5S,1
Osmia,MEOSMXXX,2020,4,C3S,1
Osmia,MEOSMXXX,2020,4,C4N,1
Osmia,MEOSMXXX,2021,3,B2S,1
Osmia,MEOSMXXX,2021,3,B5S,1
Osmia,MEOSMXXX,2021,3,C1N,1
Osmia,MEOSMXXX,2021,3,C2N,1
Osmia,MEOSMXXX,2021,3,C3S,1
Osmia,MEOSMXXX,2021,3,C4N,2
Osmia,MEOSMXXX,2021,3,C5N,2
Osmia,MEOSMXXX,2021,3,G3S,1
Osmia,MEOSMXXX,2021,3,G5S,1
Osmia,MEOSMXXX,2021,4,B4S,1
Osmia,MEOSMXXX,2021,4,C5N,1
Perdita,ANPERXXX,2020,5,B1N,1
Perdita,ANPERXXX,2020,5,B2N,1
Perdita,ANPERXXX,2020,5,B5N,1
Perdita,ANPERXXX,2020,5,G2S,1
Perdita,ANPERXXX,2020,5,G5N,1
Perdita,ANPERXXX,2020,6,B1N,1
Perdita,ANPERXXX,2020,6,B2S,1
Perdita,ANPERXXX,2020,6,B4S,1
Perdita,ANPERXXX,2020,6,B5N,1
Perdita,ANPERXXX,2020,6,C1N,1
Perdita,ANPERXXX,2020,6,C2S,2
Perdita,ANPERXXX,2020,6,C4N,2
Perdita,ANPERXXX,2020,6,C4S,2
Perdita,ANPERXXX,2020,6,G1N,1
Perdita,ANPERXXX,2020,6,G2S,1
Perdita,ANPERXXX,2020,6,G3S,1
Perdita,ANPERXXX,2020,7,B2N,1
Perdita,ANPERXXX,2020,7,C1S,1
Perdita,ANPERXXX,2020,7,C3S,1
Perdita,ANPERXXX,2020,8,B1N,1
Perdita,ANPERXXX,2020,8,B4N,1
Perdita,ANPERXXX,2020,8,C1S,1
Perdita,ANPERXXX,2020,8,C2S,4
Perdita,ANPERXXX,2020,8,C3N,2
Perdita,ANPERXXX,2020,8,C4N,3
Perdita,ANPERXXX,2020,8,C5N,1
Perdita,ANPERXXX,2020,8,C5S,1
Perdita,ANPERXXX,2020,8,G3S,2
Perdita,ANPERXXX,2020,8,G4N,2
Perdita,ANPERXXX,2020,8,G5N,3
Perdita,ANPERXXX,2020,9,B4S,1
Perdita,ANPERXXX,2020,9,B5N,1
Perdita,ANPERXXX,2020,9,B5S,2
Perdita,ANPERXXX,2020,9,C2S,2
Perdita,ANPERXXX,2020,9,C3N,1
Perdita,ANPERXXX,2020,9,G2S,1
Perdita,ANPERXXX,2020,9,G3S,2
Perdita,ANPERXXX,2020,9,G4N,1
Perdita,ANPERXXX,2020,10,B1N,10
Perdita,ANPERXXX,2020,10,B1S,3
Perdita,ANPERXXX,2020,10,B2N,7
Perdita,ANPERXXX,2020,10,B2S,1
Perdita,ANPERXXX,2020,10,B3N,2
Perdita,ANPERXXX,2020,10,B3S,3
Perdita,ANPERXXX,2020,10,B4N,17
Perdita,ANPERXXX,2020,10,B4S,1
Perdita,ANPERXXX,2020,10,B5N,5
Perdita,ANPERXXX,2020,10,B5S,9
Perdita,ANPERXXX,2020,10,C1N,1
Perdita,ANPERXXX,2020,10,C1S,1
Perdita,ANPERXXX,2020,10,C2N,1
Perdita,ANPERXXX,2020,10,C3N,3
Perdita,ANPERXXX,2020,10,C4N,1
Perdita,ANPERXXX,2020,10,C4S,2
Perdita,ANPERXXX,2020,10,C5N,1
Perdita,ANPERXXX,2020,10,C5S,4
Perdita,ANPERXXX,2020,10,G1N,6
Perdita,ANPERXXX,2020,10,G1S,1
Perdita,ANPERXXX,2020,10,G2S,2
Perdita,ANPERXXX,2020,10,G3N,3
Perdita,ANPERXXX,2020,10,G3S,1
Perdita,ANPERXXX,2020,10,G4N,3
Perdita,ANPERXXX,2020,10,G5N,4
Perdita,ANPERXXX,2021,4,C1S,2
Perdita,ANPERXXX,2021,4,C4S,1
Perdita,ANPERXXX,2021,5,B3S,2
Perdita,ANPERXXX,2021,5,B4N,1
Perdita,ANPERXXX,2021,5,C1S,1
Perdita,ANPERXXX,2021,5,C2S,3
Perdita,ANPERXXX,2021,5,C3N,7
Perdita,ANPERXXX,2021,5,C4S,7
Perdita,ANPERXXX,2021,5,C5S,2
Perdita,ANPERXXX,2021,5,G1N,2
Perdita,ANPERXXX,2021,5,G2S,3
Perdita,ANPERXXX,2021,5,G3N,3
Perdita,ANPERXXX,2021,5,G5N,3
Perdita,ANPERXXX,2021,6,C1N,1
Perdita,ANPERXXX,2021,6,C5S,1
Perdita,ANPERXXX,2021,6,G2S,1
Perdita,ANPERXXX,2021,6,G4N,2
Perdita,ANPERXXX,2021,6,G5N,1
Perdita,ANPERXXX,2021,6,G5S,1
Perdita,ANPERXXX,2021,7,B1N,2
Perdita,ANPERXXX,2021,7,B1S,1
Perdita,ANPERXXX,2021,7,B2N,1
Perdita,ANPERXXX,2021,7,B4N,4
Perdita,ANPERXXX,2021,7,C1N,1
Perdita,ANPERXXX,2021,7,C1S,3
Perdita,ANPERXXX,2021,7,C2N,4
Perdita,ANPERXXX,2021,7,C2S,1
Perdita,ANPERXXX,2021,7,C3N,7
Perdita,ANPERXXX,2021,7,C3S,4
Perdita,ANPERXXX,2021,7,C4N,1
Perdita,ANPERXXX,2021,7,C4S,2
Perdita,ANPERXXX,2021,7,C5S,4
Perdita,ANPERXXX,2021,7,G2N,1
Perdita,ANPERXXX,2021,7,G2S,2
Perdita,ANPERXXX,2021,7,G3N,3
Perdita,ANPERXXX,2021,7,G3S,1
Perdita,ANPERXXX,2021,7,G5N,1
Perdita,ANPERXXX,2021,8,C1S,2
Perdita,ANPERXXX,2021,8,C2N,2
Perdita,ANPERXXX,2021,8,C2S,2
Perdita,ANPERXXX,2021,8,C3N,4
Perdita,ANPERXXX,2021,8,C3S,1
Perdita,ANPERXXX,2021,8,C4N,1
Perdita,ANPERXXX,2021,8,C4S,2
Perdita,ANPERXXX,2021,8,G3S,1
Perdita,ANPERXXX,2021,8,G4S,2
Perdita,ANPERXXX,2021,8,G5S,1
Perdita,ANPERXXX,2021,9,B1N,2
Perdita,ANPERXXX,2021,9,B3S,2
Perdita,ANPERXXX,2021,9,B4S,1
Perdita,ANPERXXX,2021,9,B5N,2
Perdita,ANPERXXX,2021,9,B5S,1
Perdita,ANPERXXX,2021,9,C1N,2
Perdita,ANPERXXX,2021,9,C1S,1
Perdita,ANPERXXX,2021,9,C2S,1
Perdita,ANPERXXX,2021,9,C5N,2
Perdita,ANPERXXX,2021,9,G1N,1
Perdita,ANPERXXX,2021,9,G3N,1
Perdita,ANPERXXX,2021,9,G3S,1
Perdita,ANPERXXX,2021,9,G5S,1
Perdita,ANPERXXX,2021,10,B1N,1
Perdita,ANPERXXX,2021,10,B2N,1
Protoxaea,ANPROXXX,2020,7,B5S,1
Protoxaea,ANPROXXX,2020,8,B2S,1
Pseudopanurgus,ANPSEXXX,2020,8,C5S,1
Svastra,APSVAXXX,2020,10,C5N,1
Svastra,APSVAXXX,2021,6,C1N,1
Svastra,APSVAXXX,2021,9,B2S,1
Svastra,APSVAXXX,2021,9,B5S,2
Svastra,APSVAXXX,2021,10,G4S,1
Trachusa,METRAXXX,2021,5,C1S,1
Xeromelecta,APXERXXX,2020,6,B1N,1
Xeromelecta,APXERXXX,2020,6,B1S,1
Xeromelecta,APXERXXX,2020,6,C3S,1
Xeromelecta,APXERXXX,2020,6,C4N,1
